timestamp,date,hour,day_name,location_id,road_name,latitude,longitude,vehicle_count,car_count,motorcycle_count,bus_count,truck_count,average_speed,road_occupancy,weather_condition,traffic_density,congestion_level,vehicle_cluster,anomaly_label,predicted_congestion
2026-05-02 11:45:00,2026-05-02,11,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,96,26,58,4,8,30.09,52.1,Rainy,50.02,Medium,-1,Normal,50.02
2026-05-02 12:00:00,2026-05-02,12,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,113,34,59,6,14,36.96,66.86,Clear,75.55,High,-1,Normal,75.55
2026-05-02 12:15:00,2026-05-02,12,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,79,25,47,4,3,44.97,35.58,Clear,28.11,Medium,-1,Normal,28.11
2026-05-02 12:30:00,2026-05-02,12,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,124,38,65,7,14,31.83,71.12,Cloudy,88.19,High,-1,Normal,88.19
2026-05-02 12:45:00,2026-05-02,12,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,126,42,80,4,0,26.11,69.04,Rainy,86.99,High,-1,Normal,86.99
2026-05-02 13:00:00,2026-05-02,13,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,131,40,66,3,22,22.19,67.57,Rainy,88.52,High,-1,Normal,88.52
2026-05-02 13:15:00,2026-05-02,13,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,135,34,82,4,15,34.04,75.98,Cloudy,102.57,High,-1,Normal,102.57
2026-05-02 13:30:00,2026-05-02,13,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,117,36,74,3,4,21.81,68.57,Rainy,80.23,High,-1,Normal,80.23
2026-05-02 13:45:00,2026-05-02,13,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,110,38,68,3,1,29.43,68.16,Foggy,74.98,High,-1,Normal,74.98
2026-05-02 14:00:00,2026-05-02,14,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,135,46,83,6,0,22.3,65.48,Rainy,88.4,High,-1,Normal,88.4
2026-05-02 14:15:00,2026-05-02,14,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,63,17,38,1,7,43.87,30.41,Clear,19.16,Medium,-1,Normal,19.16
2026-05-02 14:30:00,2026-05-02,14,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,94,23,47,5,19,30.43,42.55,Rainy,40.0,Medium,-1,Normal,40.0
2026-05-02 14:45:00,2026-05-02,14,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,85,23,51,4,7,44.69,46.15,Cloudy,39.23,Medium,-1,Normal,39.23
2026-05-02 15:00:00,2026-05-02,15,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,69,18,40,4,7,50.45,44.17,Clear,30.48,Medium,-1,Normal,30.48
2026-05-02 15:15:00,2026-05-02,15,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,119,32,68,3,16,29.76,63.33,Cloudy,75.36,High,-1,Normal,75.36
2026-05-02 15:30:00,2026-05-02,15,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,79,27,40,4,8,42.01,42.02,Rainy,33.2,Medium,-1,Normal,33.2
2026-05-02 15:45:00,2026-05-02,15,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,75,23,46,1,5,41.04,44.83,Cloudy,33.62,Medium,-1,Normal,33.62
2026-05-02 16:00:00,2026-05-02,16,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,134,41,78,3,12,22.44,72.63,Cloudy,97.32,High,-1,Normal,97.32
2026-05-02 16:15:00,2026-05-02,16,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,151,51,78,8,14,22.39,85.56,Foggy,129.2,Severe,-1,Normal,129.2
2026-05-02 16:30:00,2026-05-02,16,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,133,38,68,4,23,39.79,78.31,Clear,104.15,High,-1,Normal,104.15
2026-05-02 16:45:00,2026-05-02,16,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,185,47,106,5,27,10.68,100.0,Rainy,185.0,Severe,-1,Anomaly,185.0
2026-05-02 17:00:00,2026-05-02,17,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,125,38,71,6,10,38.5,76.06,Clear,95.08,High,-1,Normal,95.08
2026-05-02 17:15:00,2026-05-02,17,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,200,55,116,11,18,9.36,100.0,Rainy,200.0,Severe,-1,Anomaly,200.0
2026-05-02 17:30:00,2026-05-02,17,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,189,60,114,8,7,11.78,100.0,Rainy,189.0,Severe,-1,Anomaly,189.0
2026-05-02 17:45:00,2026-05-02,17,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,171,57,108,3,3,15.58,95.73,Foggy,163.7,Severe,-1,Anomaly,163.7
2026-05-02 18:00:00,2026-05-02,18,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,190,63,99,10,18,8.23,100.0,Foggy,190.0,Severe,-1,Anomaly,190.0
2026-05-02 18:15:00,2026-05-02,18,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,153,47,83,9,14,21.31,52.99,Clear,81.07,High,-1,Normal,81.07
2026-05-02 18:30:00,2026-05-02,18,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,178,46,109,8,15,29.15,100.0,Clear,178.0,Severe,-1,Anomaly,178.0
2026-05-02 18:45:00,2026-05-02,18,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,144,45,79,8,12,27.21,80.97,Clear,116.6,High,-1,Normal,116.6
2026-05-02 19:00:00,2026-05-02,19,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,145,44,73,4,24,21.64,78.15,Cloudy,113.32,High,-1,Normal,113.32
2026-05-02 19:15:00,2026-05-02,19,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,116,39,71,6,0,31.26,65.22,Cloudy,75.66,High,-1,Normal,75.66
2026-05-02 19:30:00,2026-05-02,19,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,232,68,139,7,18,5.0,100.0,Rainy,232.0,Severe,-1,Anomaly,232.0
2026-05-02 19:45:00,2026-05-02,19,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,123,39,76,3,5,35.23,65.51,Clear,80.58,High,-1,Normal,80.58
2026-05-02 20:00:00,2026-05-02,20,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,58,15,37,2,4,50.99,31.65,Cloudy,18.36,Low,-1,Normal,18.36
2026-05-02 20:15:00,2026-05-02,20,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,87,25,51,2,9,43.07,49.55,Clear,43.11,Medium,-1,Normal,43.11
2026-05-02 20:30:00,2026-05-02,20,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,77,19,40,3,15,41.16,47.53,Foggy,36.6,Medium,-1,Normal,36.6
2026-05-02 20:45:00,2026-05-02,20,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,85,29,48,2,6,42.12,49.51,Cloudy,42.08,Medium,-1,Normal,42.08
2026-05-02 21:00:00,2026-05-02,21,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,90,28,55,2,5,41.29,56.25,Cloudy,50.62,Medium,-1,Normal,50.62
2026-05-02 21:15:00,2026-05-02,21,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,97,25,55,2,15,32.04,62.89,Foggy,61.0,Medium,-1,Normal,61.0
2026-05-02 21:30:00,2026-05-02,21,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,99,30,50,3,16,31.53,51.83,Cloudy,51.31,Medium,-1,Normal,51.31
2026-05-02 21:45:00,2026-05-02,21,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,92,23,52,2,15,34.19,38.99,Foggy,35.87,Medium,-1,Normal,35.87
2026-05-02 22:00:00,2026-05-02,22,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,30,10,18,1,1,52.54,16.55,Rainy,4.96,Low,-1,Normal,4.96
2026-05-02 22:15:00,2026-05-02,22,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,33,9,17,1,6,56.74,12.54,Clear,4.14,Low,-1,Normal,4.14
2026-05-02 22:30:00,2026-05-02,22,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,48,12,28,1,7,56.51,22.29,Clear,10.7,Low,-1,Normal,10.7
2026-05-02 22:45:00,2026-05-02,22,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,31,7,17,0,7,50.24,15.82,Cloudy,4.9,Low,-1,Normal,4.9
2026-05-02 23:00:00,2026-05-02,23,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,67,18,41,1,7,44.81,38.6,Foggy,25.86,Medium,-1,Normal,25.86
2026-05-02 23:15:00,2026-05-02,23,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,34,8,20,1,5,48.74,15.65,Rainy,5.32,Low,-1,Normal,5.32
2026-05-02 23:30:00,2026-05-02,23,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,50,16,30,1,3,51.07,28.35,Cloudy,14.18,Low,-1,Normal,14.18
2026-05-02 23:45:00,2026-05-02,23,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,61,18,37,2,4,53.69,34.88,Cloudy,21.28,Low,-1,Normal,21.28
2026-05-03 00:00:00,2026-05-03,0,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,29,7,18,1,3,47.81,10.95,Rainy,3.18,Low,-1,Normal,3.18
2026-05-03 00:15:00,2026-05-03,0,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,28,8,17,1,2,64.91,17.74,Clear,4.97,Low,-1,Normal,4.97
2026-05-03 00:30:00,2026-05-03,0,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,44,13,23,1,7,46.48,29.9,Rainy,13.16,Low,-1,Normal,13.16
2026-05-03 00:45:00,2026-05-03,0,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,47,15,28,1,3,42.35,18.79,Foggy,8.83,Medium,-1,Normal,8.83
2026-05-03 01:00:00,2026-05-03,1,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,55,17,31,2,5,47.44,22.39,Rainy,12.31,Low,-1,Normal,12.31
2026-05-03 01:15:00,2026-05-03,1,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,40,13,23,1,3,60.91,29.12,Clear,11.65,Low,-1,Normal,11.65
2026-05-03 01:30:00,2026-05-03,1,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,29,9,17,0,3,56.33,17.73,Cloudy,5.14,Low,-1,Normal,5.14
2026-05-03 01:45:00,2026-05-03,1,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,49,13,28,2,6,47.84,12.98,Rainy,6.36,Low,-1,Normal,6.36
2026-05-03 02:00:00,2026-05-03,2,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,61,17,31,3,10,42.79,37.93,Clear,23.14,Medium,-1,Normal,23.14
2026-05-03 02:15:00,2026-05-03,2,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,33,10,18,0,5,36.96,20.72,Foggy,6.84,Medium,-1,Normal,6.84
2026-05-03 02:30:00,2026-05-03,2,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,44,14,24,1,5,40.87,27.69,Rainy,12.18,Medium,-1,Normal,12.18
2026-05-03 02:45:00,2026-05-03,2,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,13,3,7,0,3,60.46,17.61,Clear,2.29,Low,-1,Normal,2.29
2026-05-03 03:00:00,2026-05-03,3,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,36,12,21,1,2,54.72,18.37,Cloudy,6.61,Low,-1,Normal,6.61
2026-05-03 03:15:00,2026-05-03,3,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,28,8,14,1,5,60.93,15.15,Clear,4.24,Low,-1,Normal,4.24
2026-05-03 03:30:00,2026-05-03,3,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,30,7,15,1,7,49.51,17.36,Clear,5.21,Low,-1,Normal,5.21
2026-05-03 03:45:00,2026-05-03,3,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,50,14,31,2,3,57.85,27.08,Cloudy,13.54,Low,-1,Normal,13.54
2026-05-03 04:00:00,2026-05-03,4,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,53,16,28,3,6,41.59,30.83,Foggy,16.34,Medium,-1,Normal,16.34
2026-05-03 04:15:00,2026-05-03,4,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,51,17,28,1,5,47.73,30.81,Rainy,15.71,Low,-1,Normal,15.71
2026-05-03 04:30:00,2026-05-03,4,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,54,16,31,2,5,44.96,27.76,Rainy,14.99,Medium,-1,Normal,14.99
2026-05-03 04:45:00,2026-05-03,4,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,60,19,38,2,1,44.55,27.62,Rainy,16.57,Medium,-1,Normal,16.57
2026-05-03 05:00:00,2026-05-03,5,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,125,39,64,7,15,21.16,74.47,Rainy,93.09,High,-1,Normal,93.09
2026-05-03 05:15:00,2026-05-03,5,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,71,21,43,3,4,38.27,44.26,Rainy,31.42,Medium,-1,Normal,31.42
2026-05-03 05:30:00,2026-05-03,5,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,308,86,178,10,34,11.62,90.78,Rainy,279.6,Severe,-1,Anomaly,279.6
2026-05-03 05:45:00,2026-05-03,5,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,86,26,44,1,15,36.11,40.58,Cloudy,34.9,Medium,-1,Normal,34.9
2026-05-03 06:00:00,2026-05-03,6,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,166,48,92,4,22,14.11,85.76,Foggy,142.36,Severe,-1,Normal,142.36
2026-05-03 06:15:00,2026-05-03,6,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,93,28,47,4,14,36.0,62.93,Cloudy,58.52,Medium,-1,Normal,58.52
2026-05-03 06:30:00,2026-05-03,6,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,181,53,104,3,21,10.45,94.77,Rainy,171.53,Severe,-1,Normal,171.53
2026-05-03 06:45:00,2026-05-03,6,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,77,23,43,3,8,51.29,45.6,Clear,35.11,Medium,-1,Normal,35.11
2026-05-03 07:00:00,2026-05-03,7,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,147,37,94,4,12,23.66,80.4,Rainy,118.19,High,-1,Normal,118.19
2026-05-03 07:15:00,2026-05-03,7,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,151,38,96,8,9,36.96,82.49,Foggy,124.56,High,-1,Normal,124.56
2026-05-03 07:30:00,2026-05-03,7,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,149,41,80,7,21,19.36,73.22,Rainy,109.1,High,-1,Normal,109.1
2026-05-03 07:45:00,2026-05-03,7,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,115,36,68,3,8,26.32,62.77,Foggy,72.19,High,-1,Normal,72.19
2026-05-03 08:00:00,2026-05-03,8,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,107,32,56,5,14,31.38,60.25,Cloudy,64.47,Medium,-1,Normal,64.47
2026-05-03 08:15:00,2026-05-03,8,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,145,50,78,5,12,23.65,87.38,Foggy,126.7,Severe,-1,Normal,126.7
2026-05-03 08:30:00,2026-05-03,8,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,129,40,82,6,1,31.03,70.25,Clear,90.62,High,-1,Normal,90.62
2026-05-03 08:45:00,2026-05-03,8,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,144,44,76,5,19,16.02,76.54,Rainy,110.22,High,-1,Normal,110.22
2026-05-03 09:00:00,2026-05-03,9,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,150,43,93,7,7,28.08,84.53,Cloudy,126.8,High,-1,Normal,126.8
2026-05-03 09:15:00,2026-05-03,9,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,108,33,61,2,12,37.54,62.07,Cloudy,67.04,Medium,-1,Normal,67.04
2026-05-03 09:30:00,2026-05-03,9,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,132,41,66,5,20,28.48,65.65,Cloudy,86.66,High,-1,Normal,86.66
2026-05-03 09:45:00,2026-05-03,9,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,155,47,86,6,16,23.04,94.31,Clear,146.18,Severe,-1,Normal,146.18
2026-05-03 10:00:00,2026-05-03,10,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,112,39,67,2,4,28.79,63.74,Foggy,71.39,High,-1,Normal,71.39
2026-05-03 10:15:00,2026-05-03,10,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,78,21,45,1,11,43.17,38.26,Clear,29.84,Medium,-1,Normal,29.84
2026-05-03 10:30:00,2026-05-03,10,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,61,18,31,1,11,38.85,52.99,Foggy,32.32,Medium,-1,Normal,32.32
2026-05-03 10:45:00,2026-05-03,10,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,97,32,56,4,5,29.78,55.76,Cloudy,54.09,High,-1,Normal,54.09
2026-05-03 11:00:00,2026-05-03,11,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,97,30,62,4,1,29.91,52.59,Foggy,51.01,High,-1,Normal,51.01
2026-05-03 11:15:00,2026-05-03,11,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,96,29,48,5,14,40.16,48.73,Cloudy,46.78,Medium,-1,Normal,46.78
2026-05-03 11:30:00,2026-05-03,11,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,98,28,50,4,16,34.85,61.01,Clear,59.79,Medium,-1,Normal,59.79
2026-05-03 11:45:00,2026-05-03,11,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,116,39,71,3,3,25.63,62.86,Foggy,72.92,High,-1,Normal,72.92
2026-05-03 12:00:00,2026-05-03,12,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,115,35,66,2,12,33.82,61.25,Cloudy,70.44,Medium,-1,Normal,70.44
2026-05-03 12:15:00,2026-05-03,12,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,121,39,75,5,2,25.61,60.57,Foggy,73.29,High,-1,Normal,73.29
2026-05-03 12:30:00,2026-05-03,12,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,97,28,54,4,11,39.78,58.07,Cloudy,56.33,Medium,-1,Normal,56.33
2026-05-03 12:45:00,2026-05-03,12,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,131,45,75,7,4,26.58,72.28,Foggy,94.69,High,-1,Normal,94.69
2026-05-03 13:00:00,2026-05-03,13,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,122,40,76,6,0,27.59,64.69,Foggy,78.92,High,-1,Normal,78.92
2026-05-03 13:15:00,2026-05-03,13,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,324,108,188,6,22,3.09,90.75,Rainy,294.03,Severe,-1,Anomaly,294.03
2026-05-03 13:30:00,2026-05-03,13,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,95,31,49,5,10,37.15,65.1,Rainy,61.84,High,-1,Normal,61.84
2026-05-03 13:45:00,2026-05-03,13,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,113,30,69,4,10,26.49,61.25,Foggy,69.21,High,-1,Normal,69.21
2026-05-03 14:00:00,2026-05-03,14,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,84,22,42,4,16,37.25,49.21,Foggy,41.34,Medium,-1,Normal,41.34
2026-05-03 14:15:00,2026-05-03,14,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,75,21,42,3,9,34.49,40.95,Rainy,30.71,Medium,-1,Normal,30.71
2026-05-03 14:30:00,2026-05-03,14,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,85,26,50,2,7,36.96,43.78,Rainy,37.21,Medium,-1,Normal,37.21
2026-05-03 14:45:00,2026-05-03,14,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,96,24,62,4,6,32.55,51.82,Foggy,49.75,Medium,-1,Normal,49.75
2026-05-03 15:00:00,2026-05-03,15,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,95,33,54,4,4,33.93,45.11,Rainy,42.85,Medium,-1,Normal,42.85
2026-05-03 15:15:00,2026-05-03,15,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,70,21,41,2,6,42.03,37.77,Clear,26.44,Medium,-1,Normal,26.44
2026-05-03 15:30:00,2026-05-03,15,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,59,19,36,2,2,40.04,32.63,Cloudy,19.25,Medium,-1,Normal,19.25
2026-05-03 15:45:00,2026-05-03,15,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,85,21,48,2,14,33.57,49.18,Rainy,41.8,Medium,-1,Normal,41.8
2026-05-03 16:00:00,2026-05-03,16,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,108,29,54,6,19,38.73,55.03,Clear,59.43,Medium,-1,Normal,59.43
2026-05-03 16:15:00,2026-05-03,16,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,150,44,87,8,11,24.39,78.67,Cloudy,118.0,High,-1,Normal,118.0
2026-05-03 16:30:00,2026-05-03,16,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,160,47,97,5,11,15.46,84.51,Foggy,135.22,High,-1,Normal,135.22
2026-05-03 16:45:00,2026-05-03,16,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,123,41,75,7,0,28.57,73.53,Cloudy,90.44,High,-1,Normal,90.44
2026-05-03 17:00:00,2026-05-03,17,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,189,63,101,4,21,19.05,100.0,Foggy,189.0,Severe,-1,Anomaly,189.0
2026-05-03 17:15:00,2026-05-03,17,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,146,46,86,8,6,25.71,88.92,Rainy,129.82,Severe,-1,Normal,129.82
2026-05-03 17:30:00,2026-05-03,17,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,176,56,91,7,22,11.99,96.63,Foggy,170.07,Severe,-1,Anomaly,170.07
2026-05-03 17:45:00,2026-05-03,17,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,109,35,55,2,17,32.36,55.7,Clear,60.71,Medium,-1,Normal,60.71
2026-05-03 18:00:00,2026-05-03,18,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,180,48,107,4,21,11.37,100.0,Foggy,180.0,Severe,-1,Anomaly,180.0
2026-05-03 18:15:00,2026-05-03,18,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,99,27,60,2,10,44.23,51.22,Clear,50.71,Medium,-1,Normal,50.71
2026-05-03 18:30:00,2026-05-03,18,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,158,41,83,7,27,25.51,90.99,Foggy,143.76,Severe,-1,Normal,143.76
2026-05-03 18:45:00,2026-05-03,18,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,122,31,70,7,14,31.93,72.42,Clear,88.35,High,-1,Normal,88.35
2026-05-03 19:00:00,2026-05-03,19,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,158,51,92,8,7,18.57,83.51,Rainy,131.95,High,-1,Normal,131.95
2026-05-03 19:15:00,2026-05-03,19,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,128,43,70,3,12,22.82,61.28,Foggy,78.44,High,-1,Normal,78.44
2026-05-03 19:30:00,2026-05-03,19,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,185,50,118,4,13,11.34,100.0,Rainy,185.0,Severe,-1,Anomaly,185.0
2026-05-03 19:45:00,2026-05-03,19,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,309,95,186,7,21,6.89,93.86,Cloudy,290.03,Severe,-1,Anomaly,290.03
2026-05-03 20:00:00,2026-05-03,20,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,77,24,48,3,2,36.96,37.58,Rainy,28.94,Medium,-1,Normal,28.94
2026-05-03 20:15:00,2026-05-03,20,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,66,22,38,3,3,50.1,33.41,Clear,22.05,Low,-1,Normal,22.05
2026-05-03 20:30:00,2026-05-03,20,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,68,22,39,3,4,42.35,49.28,Rainy,33.51,Medium,-1,Normal,33.51
2026-05-03 20:45:00,2026-05-03,20,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,75,20,43,3,9,46.26,43.57,Cloudy,32.68,Medium,-1,Normal,32.68
2026-05-03 21:00:00,2026-05-03,21,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,78,23,40,1,14,45.19,47.48,Cloudy,37.03,Medium,-1,Normal,37.03
2026-05-03 21:15:00,2026-05-03,21,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,73,18,47,2,6,44.43,43.5,Clear,31.76,Medium,-1,Normal,31.76
2026-05-03 21:30:00,2026-05-03,21,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,80,21,47,2,10,46.58,45.83,Clear,36.66,Medium,-1,Normal,36.66
2026-05-03 21:45:00,2026-05-03,21,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,126,41,63,2,20,24.36,73.24,Foggy,92.28,High,-1,Normal,92.28
2026-05-03 22:00:00,2026-05-03,22,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,44,11,24,1,8,49.68,20.36,Foggy,8.96,Low,-1,Normal,8.96
2026-05-03 22:15:00,2026-05-03,22,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,14,4,8,0,2,55.83,5.0,Clear,0.7,Low,-1,Normal,0.7
2026-05-03 22:30:00,2026-05-03,22,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,21,5,13,0,3,58.8,22.74,Foggy,4.78,Low,-1,Normal,4.78
2026-05-03 22:45:00,2026-05-03,22,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,33,10,16,1,6,62.0,24.38,Cloudy,8.05,Low,-1,Normal,8.05
2026-05-03 23:00:00,2026-05-03,23,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,49,16,26,1,6,47.12,32.8,Rainy,16.07,Low,-1,Normal,16.07
2026-05-03 23:15:00,2026-05-03,23,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,32,10,19,1,2,46.43,16.81,Foggy,5.38,Low,-1,Normal,5.38
2026-05-03 23:30:00,2026-05-03,23,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,31,8,15,1,7,43.78,18.17,Foggy,5.63,Medium,-1,Normal,5.63
