timestamp,date,hour,day_name,location_id,road_name,latitude,longitude,vehicle_count,car_count,motorcycle_count,bus_count,truck_count,average_speed,road_occupancy,weather_condition,traffic_density,congestion_level,predicted_congestion,predicted_congestion_level,vehicle_cluster,cluster_interpretation,anomaly_label,anomaly_score
2026-05-02 05:30:00,2026-05-02,5,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,48,13,24,2,9,53.12,30.93,Foggy,14.85,Low,14.91,Low,0,Light Traffic,Normal,0.1086
2026-05-02 05:45:00,2026-05-02,5,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,64,18,40,2,4,36.96,52.99,Foggy,33.91,Medium,33.14,Low,0,Mixed Traffic,Normal,0.0997
2026-05-02 06:00:00,2026-05-02,6,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,156,41,81,6,28,16.99,90.69,Cloudy,141.48,Severe,141.82,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0926
2026-05-02 06:15:00,2026-05-02,6,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,94,28,52,4,10,40.42,52.99,Clear,49.81,Medium,50.36,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1362
2026-05-02 06:30:00,2026-05-02,6,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,150,48,76,4,22,19.74,82.76,Rainy,124.14,High,124.0,Severe,1,Motorcycle-Dominant Traffic,Normal,0.104
2026-05-02 06:45:00,2026-05-02,6,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,121,30,63,4,24,23.9,67.75,Rainy,81.98,High,81.97,High,3,Motorcycle-Dominant Traffic,Normal,0.1258
2026-05-02 07:00:00,2026-05-02,7,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,107,31,61,3,12,38.27,53.56,Foggy,57.31,Medium,57.52,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1351
2026-05-02 07:15:00,2026-05-02,7,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,136,45,71,7,13,22.37,71.67,Cloudy,97.47,High,97.68,High,1,Motorcycle-Dominant Traffic,Normal,0.123
2026-05-02 07:30:00,2026-05-02,7,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,104,27,52,5,20,43.01,57.33,Cloudy,59.62,Medium,59.56,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1123
2026-05-02 07:45:00,2026-05-02,7,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,152,41,81,7,23,24.9,86.89,Clear,132.07,Severe,131.09,Severe,1,Motorcycle-Dominant Traffic,Normal,0.1064
2026-05-02 08:00:00,2026-05-02,8,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,97,26,49,4,18,43.6,55.06,Rainy,53.41,Medium,53.38,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1197
2026-05-02 08:15:00,2026-05-02,8,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,177,56,99,4,18,17.12,96.79,Foggy,171.32,Severe,171.47,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0737
2026-05-02 08:30:00,2026-05-02,8,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,146,49,82,7,8,20.5,74.9,Cloudy,109.35,High,109.01,High,1,Motorcycle-Dominant Traffic,Normal,0.1036
2026-05-02 08:45:00,2026-05-02,8,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,142,43,79,4,16,24.38,87.66,Clear,124.48,Severe,124.89,Severe,1,Motorcycle-Dominant Traffic,Normal,0.1018
2026-05-02 09:00:00,2026-05-02,9,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,103,35,56,5,7,46.04,62.08,Clear,63.94,Medium,64.02,Medium,3,Motorcycle-Dominant Traffic,Normal,0.0725
2026-05-02 09:15:00,2026-05-02,9,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,135,39,83,2,11,32.48,66.45,Clear,89.71,High,87.88,High,3,Motorcycle-Dominant Traffic,Normal,0.1053
2026-05-02 09:30:00,2026-05-02,9,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,131,43,68,7,13,29.22,66.34,Foggy,86.91,High,86.96,High,1,Motorcycle-Dominant Traffic,Normal,0.1311
2026-05-02 09:45:00,2026-05-02,9,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,160,40,86,9,25,22.78,84.0,Cloudy,134.4,High,133.65,Severe,1,Motorcycle-Dominant Traffic,Normal,0.1096
2026-05-02 10:00:00,2026-05-02,10,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,356,117,223,16,0,4.18,92.36,Clear,328.8,Severe,312.44,Severe,2,Motorcycle-Dominant Traffic,Anomaly,-0.1539
2026-05-02 10:15:00,2026-05-02,10,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,103,27,61,5,10,31.89,50.82,Clear,52.34,Medium,53.25,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1398
2026-05-02 10:30:00,2026-05-02,10,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,67,21,35,1,10,40.35,52.99,Rainy,35.5,Medium,34.89,Low,0,Light Traffic,Normal,0.1062
2026-05-02 10:45:00,2026-05-02,10,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,80,22,44,2,12,38.1,49.71,Cloudy,39.77,Medium,39.99,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1381
2026-05-02 11:00:00,2026-05-02,11,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,76,26,45,3,2,53.53,45.26,Cloudy,34.4,Medium,34.15,Low,0,Motorcycle-Dominant Traffic,Normal,0.0526
2026-05-02 11:15:00,2026-05-02,11,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,78,23,39,3,13,44.1,39.82,Foggy,31.06,Medium,30.69,Low,3,Motorcycle-Dominant Traffic,Normal,0.1253
2026-05-02 11:30:00,2026-05-02,11,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,119,34,71,3,11,34.33,68.61,Rainy,81.65,High,81.41,High,3,Motorcycle-Dominant Traffic,Normal,0.1356
2026-05-02 11:45:00,2026-05-02,11,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,96,26,58,4,8,30.09,52.1,Rainy,50.02,Medium,50.15,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1423
2026-05-02 12:00:00,2026-05-02,12,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,113,34,59,6,14,36.96,66.86,Clear,75.55,High,74.73,High,3,Motorcycle-Dominant Traffic,Normal,0.117
2026-05-02 12:15:00,2026-05-02,12,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,79,25,47,4,3,44.97,35.58,Clear,28.11,Medium,27.08,Low,3,Motorcycle-Dominant Traffic,Normal,0.103
2026-05-02 12:30:00,2026-05-02,12,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,124,38,65,7,14,31.83,71.12,Cloudy,88.19,High,88.17,High,1,Motorcycle-Dominant Traffic,Normal,0.1338
2026-05-02 12:45:00,2026-05-02,12,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,126,42,80,4,0,26.11,69.04,Rainy,86.99,High,87.25,High,3,Motorcycle-Dominant Traffic,Normal,0.1368
2026-05-02 13:00:00,2026-05-02,13,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,131,40,66,3,22,22.19,67.57,Rainy,88.52,High,87.45,High,1,Motorcycle-Dominant Traffic,Normal,0.116
2026-05-02 13:15:00,2026-05-02,13,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,135,34,82,4,15,34.04,75.98,Cloudy,102.57,High,102.95,High,3,Motorcycle-Dominant Traffic,Normal,0.1009
2026-05-02 13:30:00,2026-05-02,13,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,117,36,74,3,4,21.81,68.57,Rainy,80.23,High,79.83,High,3,Motorcycle-Dominant Traffic,Normal,0.1064
2026-05-02 13:45:00,2026-05-02,13,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,110,38,68,3,1,29.43,68.16,Foggy,74.98,High,75.03,High,3,Motorcycle-Dominant Traffic,Normal,0.1243
2026-05-02 14:00:00,2026-05-02,14,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,135,46,83,6,0,22.3,65.48,Rainy,88.4,High,87.18,High,1,Motorcycle-Dominant Traffic,Normal,0.0988
2026-05-02 14:15:00,2026-05-02,14,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,63,17,38,1,7,43.87,30.41,Clear,19.16,Medium,18.75,Low,0,Light Traffic,Normal,0.1236
2026-05-02 14:30:00,2026-05-02,14,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,94,23,47,5,19,30.43,42.55,Rainy,40.0,Medium,40.35,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1066
2026-05-02 14:45:00,2026-05-02,14,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,85,23,51,4,7,44.69,46.15,Cloudy,39.23,Medium,38.99,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1191
2026-05-02 15:00:00,2026-05-02,15,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,69,18,40,4,7,50.45,44.17,Clear,30.48,Medium,30.75,Low,0,Light Traffic,Normal,0.0828
2026-05-02 15:15:00,2026-05-02,15,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,119,32,68,3,16,29.76,63.33,Cloudy,75.36,High,75.35,High,3,Motorcycle-Dominant Traffic,Normal,0.1441
2026-05-02 15:30:00,2026-05-02,15,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,79,27,40,4,8,42.01,42.02,Rainy,33.2,Medium,33.17,Low,3,Motorcycle-Dominant Traffic,Normal,0.1289
2026-05-02 15:45:00,2026-05-02,15,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,75,23,46,1,5,41.04,44.83,Cloudy,33.62,Medium,33.78,Low,0,Motorcycle-Dominant Traffic,Normal,0.1294
2026-05-02 16:00:00,2026-05-02,16,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,134,41,78,3,12,22.44,72.63,Cloudy,97.32,High,97.69,High,3,Motorcycle-Dominant Traffic,Normal,0.1223
2026-05-02 16:15:00,2026-05-02,16,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,151,51,78,8,14,22.39,85.56,Foggy,129.2,Severe,129.32,Severe,1,Motorcycle-Dominant Traffic,Normal,0.1063
2026-05-02 16:30:00,2026-05-02,16,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,133,38,68,4,23,39.79,78.31,Clear,104.15,High,104.34,High,3,Motorcycle-Dominant Traffic,Normal,0.0535
2026-05-02 16:45:00,2026-05-02,16,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,185,47,106,5,27,10.68,100.0,Rainy,185.0,Severe,184.83,Severe,1,Motorcycle-Dominant Traffic,Normal,0.084
2026-05-02 17:00:00,2026-05-02,17,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,125,38,71,6,10,38.5,76.06,Clear,95.08,High,96.24,High,3,Motorcycle-Dominant Traffic,Normal,0.0736
2026-05-02 17:15:00,2026-05-02,17,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,200,55,116,11,18,9.36,100.0,Rainy,200.0,Severe,199.89,Severe,1,Motorcycle-Dominant Traffic,Normal,0.06
2026-05-02 17:30:00,2026-05-02,17,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,189,60,114,8,7,11.78,100.0,Rainy,189.0,Severe,188.87,Severe,1,Motorcycle-Dominant Traffic,Normal,0.093
2026-05-02 17:45:00,2026-05-02,17,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,171,57,108,3,3,15.58,95.73,Foggy,163.7,Severe,164.85,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0707
2026-05-02 18:00:00,2026-05-02,18,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,190,63,99,10,18,8.23,100.0,Foggy,190.0,Severe,190.31,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0755
2026-05-02 18:15:00,2026-05-02,18,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,153,47,83,9,14,21.31,52.99,Clear,81.07,High,82.63,High,1,Motorcycle-Dominant Traffic,Normal,0.0354
2026-05-02 18:30:00,2026-05-02,18,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,178,46,109,8,15,29.15,100.0,Clear,178.0,Severe,177.24,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0254
2026-05-02 18:45:00,2026-05-02,18,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,144,45,79,8,12,27.21,80.97,Clear,116.6,High,116.79,Severe,1,Motorcycle-Dominant Traffic,Normal,0.1102
2026-05-02 19:00:00,2026-05-02,19,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,145,44,73,4,24,21.64,78.15,Cloudy,113.32,High,112.88,Severe,1,Motorcycle-Dominant Traffic,Normal,0.1176
2026-05-02 19:15:00,2026-05-02,19,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,116,39,71,6,0,31.26,65.22,Cloudy,75.66,High,75.22,High,3,Motorcycle-Dominant Traffic,Normal,0.1439
2026-05-02 19:30:00,2026-05-02,19,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,232,68,139,7,18,5.0,100.0,Rainy,232.0,Severe,225.23,Severe,2,Motorcycle-Dominant Traffic,Anomaly,-0.0244
2026-05-02 19:45:00,2026-05-02,19,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,123,39,76,3,5,35.23,65.51,Clear,80.58,High,80.84,High,3,Motorcycle-Dominant Traffic,Normal,0.1283
2026-05-02 20:00:00,2026-05-02,20,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,58,15,37,2,4,50.99,31.65,Cloudy,18.36,Low,18.69,Low,0,Light Traffic,Normal,0.1075
2026-05-02 20:15:00,2026-05-02,20,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,87,25,51,2,9,43.07,49.55,Clear,43.11,Medium,43.14,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1306
2026-05-02 20:30:00,2026-05-02,20,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,77,19,40,3,15,41.16,47.53,Foggy,36.6,Medium,36.48,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1265
2026-05-02 20:45:00,2026-05-02,20,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,85,29,48,2,6,42.12,49.51,Cloudy,42.08,Medium,42.45,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1368
2026-05-02 21:00:00,2026-05-02,21,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,90,28,55,2,5,41.29,56.25,Cloudy,50.62,Medium,50.31,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1289
2026-05-02 21:15:00,2026-05-02,21,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,97,25,55,2,15,32.04,62.89,Foggy,61.0,Medium,61.02,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1315
2026-05-02 21:30:00,2026-05-02,21,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,99,30,50,3,16,31.53,51.83,Cloudy,51.31,Medium,51.29,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1447
2026-05-02 21:45:00,2026-05-02,21,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,92,23,52,2,15,34.19,38.99,Foggy,35.87,Medium,36.69,Medium,3,Motorcycle-Dominant Traffic,Normal,0.0995
2026-05-02 22:00:00,2026-05-02,22,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,30,10,18,1,1,52.54,16.55,Rainy,4.96,Low,5.12,Low,0,Light Traffic,Normal,0.1079
2026-05-02 22:15:00,2026-05-02,22,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,33,9,17,1,6,56.74,12.54,Clear,4.14,Low,3.94,Low,0,Light Traffic,Normal,0.0829
2026-05-02 22:30:00,2026-05-02,22,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,48,12,28,1,7,56.51,22.29,Clear,10.7,Low,10.57,Low,0,Light Traffic,Normal,0.0928
2026-05-02 22:45:00,2026-05-02,22,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,31,7,17,0,7,50.24,15.82,Cloudy,4.9,Low,4.95,Low,0,Light Traffic,Normal,0.106
2026-05-02 23:00:00,2026-05-02,23,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,67,18,41,1,7,44.81,38.6,Foggy,25.86,Medium,25.87,Low,0,Light Traffic,Normal,0.12
2026-05-02 23:15:00,2026-05-02,23,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,34,8,20,1,5,48.74,15.65,Rainy,5.32,Low,5.11,Low,0,Light Traffic,Normal,0.109
2026-05-02 23:30:00,2026-05-02,23,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,50,16,30,1,3,51.07,28.35,Cloudy,14.18,Low,14.19,Low,0,Light Traffic,Normal,0.1296
2026-05-02 23:45:00,2026-05-02,23,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,61,18,37,2,4,53.69,34.88,Cloudy,21.28,Low,21.56,Low,0,Light Traffic,Normal,0.089
2026-05-03 00:00:00,2026-05-03,0,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,29,7,18,1,3,47.81,10.95,Rainy,3.18,Low,3.08,Low,0,Light Traffic,Normal,0.0548
2026-05-03 00:15:00,2026-05-03,0,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,28,8,17,1,2,64.91,17.74,Clear,4.97,Low,4.93,Low,0,Light Traffic,Normal,0.0306
2026-05-03 00:30:00,2026-05-03,0,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,44,13,23,1,7,46.48,29.9,Rainy,13.16,Low,12.83,Low,0,Light Traffic,Normal,0.1233
2026-05-03 00:45:00,2026-05-03,0,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,47,15,28,1,3,42.35,18.79,Foggy,8.83,Medium,8.88,Low,0,Light Traffic,Normal,0.0922
2026-05-03 01:00:00,2026-05-03,1,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,55,17,31,2,5,47.44,22.39,Rainy,12.31,Low,12.15,Low,0,Light Traffic,Normal,0.1032
2026-05-03 01:15:00,2026-05-03,1,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,40,13,23,1,3,60.91,29.12,Clear,11.65,Low,11.64,Low,0,Light Traffic,Normal,0.0423
2026-05-03 01:30:00,2026-05-03,1,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,29,9,17,0,3,56.33,17.73,Cloudy,5.14,Low,5.05,Low,0,Light Traffic,Normal,0.1052
2026-05-03 01:45:00,2026-05-03,1,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,49,13,28,2,6,47.84,12.98,Rainy,6.36,Low,8.24,Low,0,Light Traffic,Normal,0.0789
2026-05-03 02:00:00,2026-05-03,2,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,61,17,31,3,10,42.79,37.93,Clear,23.14,Medium,23.25,Low,0,Light Traffic,Normal,0.1222
2026-05-03 02:15:00,2026-05-03,2,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,33,10,18,0,5,36.96,20.72,Foggy,6.84,Medium,6.87,Low,0,Mixed Traffic,Normal,0.0442
2026-05-03 02:30:00,2026-05-03,2,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,44,14,24,1,5,40.87,27.69,Rainy,12.18,Medium,12.24,Low,0,Light Traffic,Normal,0.1132
2026-05-03 02:45:00,2026-05-03,2,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,13,3,7,0,3,60.46,17.61,Clear,2.29,Low,3.04,Low,0,Light Traffic,Anomaly,-0.0152
2026-05-03 03:00:00,2026-05-03,3,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,36,12,21,1,2,54.72,18.37,Cloudy,6.61,Low,6.69,Low,0,Light Traffic,Normal,0.1139
2026-05-03 03:15:00,2026-05-03,3,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,28,8,14,1,5,60.93,15.15,Clear,4.24,Low,4.17,Low,0,Light Traffic,Normal,0.0503
2026-05-03 03:30:00,2026-05-03,3,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,30,7,15,1,7,49.51,17.36,Clear,5.21,Low,5.19,Low,0,Light Traffic,Normal,0.1069
2026-05-03 03:45:00,2026-05-03,3,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,50,14,31,2,3,57.85,27.08,Cloudy,13.54,Low,13.49,Low,0,Light Traffic,Normal,0.0825
2026-05-03 04:00:00,2026-05-03,4,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,53,16,28,3,6,41.59,30.83,Foggy,16.34,Medium,16.37,Low,0,Light Traffic,Normal,0.1249
2026-05-03 04:15:00,2026-05-03,4,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,51,17,28,1,5,47.73,30.81,Rainy,15.71,Low,15.53,Low,0,Light Traffic,Normal,0.1276
2026-05-03 04:30:00,2026-05-03,4,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,54,16,31,2,5,44.96,27.76,Rainy,14.99,Medium,14.7,Low,0,Light Traffic,Normal,0.1332
2026-05-03 04:45:00,2026-05-03,4,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,60,19,38,2,1,44.55,27.62,Rainy,16.57,Medium,16.51,Low,0,Light Traffic,Normal,0.1258
2026-05-03 05:00:00,2026-05-03,5,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,125,39,64,7,15,21.16,74.47,Rainy,93.09,High,94.19,High,1,Motorcycle-Dominant Traffic,Normal,0.1115
2026-05-03 05:15:00,2026-05-03,5,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,71,21,43,3,4,38.27,44.26,Rainy,31.42,Medium,31.62,Low,3,Motorcycle-Dominant Traffic,Normal,0.1224
2026-05-03 05:30:00,2026-05-03,5,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,308,86,178,10,34,11.62,90.78,Rainy,279.6,Severe,285.97,Severe,2,Motorcycle-Dominant Traffic,Anomaly,-0.0934
2026-05-03 05:45:00,2026-05-03,5,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,86,26,44,1,15,36.11,40.58,Cloudy,34.9,Medium,35.52,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1195
2026-05-03 06:00:00,2026-05-03,6,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,166,48,92,4,22,14.11,85.76,Foggy,142.36,Severe,142.95,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0624
2026-05-03 06:15:00,2026-05-03,6,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,93,28,47,4,14,36.0,62.93,Cloudy,58.52,Medium,58.8,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1247
2026-05-03 06:30:00,2026-05-03,6,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,181,53,104,3,21,10.45,94.77,Rainy,171.53,Severe,173.58,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0569
2026-05-03 06:45:00,2026-05-03,6,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,77,23,43,3,8,51.29,45.6,Clear,35.11,Medium,34.94,Low,0,Motorcycle-Dominant Traffic,Normal,0.0738
2026-05-03 07:00:00,2026-05-03,7,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,147,37,94,4,12,23.66,80.4,Rainy,118.19,High,117.58,Severe,1,Motorcycle-Dominant Traffic,Normal,0.1194
2026-05-03 07:15:00,2026-05-03,7,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,151,38,96,8,9,36.96,82.49,Foggy,124.56,High,125.59,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0488
2026-05-03 07:30:00,2026-05-03,7,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,149,41,80,7,21,19.36,73.22,Rainy,109.1,High,107.5,High,1,Motorcycle-Dominant Traffic,Normal,0.0904
2026-05-03 07:45:00,2026-05-03,7,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,115,36,68,3,8,26.32,62.77,Foggy,72.19,High,72.02,High,3,Motorcycle-Dominant Traffic,Normal,0.1358
2026-05-03 08:00:00,2026-05-03,8,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,107,32,56,5,14,31.38,60.25,Cloudy,64.47,Medium,64.49,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1502
2026-05-03 08:15:00,2026-05-03,8,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,145,50,78,5,12,23.65,87.38,Foggy,126.7,Severe,126.52,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0985
2026-05-03 08:30:00,2026-05-03,8,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,129,40,82,6,1,31.03,70.25,Clear,90.62,High,91.02,High,3,Motorcycle-Dominant Traffic,Normal,0.1335
2026-05-03 08:45:00,2026-05-03,8,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,144,44,76,5,19,16.02,76.54,Rainy,110.22,High,109.92,High,1,Motorcycle-Dominant Traffic,Normal,0.079
2026-05-03 09:00:00,2026-05-03,9,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,150,43,93,7,7,28.08,84.53,Cloudy,126.8,High,127.14,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0953
2026-05-03 09:15:00,2026-05-03,9,Sunday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,108,33,61,2,12,37.54,62.07,Cloudy,67.04,Medium,67.33,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1285
2026-05-03 09:30:00,2026-05-03,9,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,132,41,66,5,20,28.48,65.65,Cloudy,86.66,High,85.79,High,1,Motorcycle-Dominant Traffic,Normal,0.1259
2026-05-03 09:45:00,2026-05-03,9,Sunday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,155,47,86,6,16,23.04,94.31,Clear,146.18,Severe,147.15,Severe,1,Motorcycle-Dominant Traffic,Normal,0.0923
2026-05-03 10:00:00,2026-05-03,10,Sunday,LOC_002,Jl. Sudirman,2.3348,99.0701,112,39,67,2,4,28.79,63.74,Foggy,71.39,High,72.12,High,3,Motorcycle-Dominant Traffic,Normal,0.1437
2026-05-03 10:15:00,2026-05-03,10,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,78,21,45,1,11,43.17,38.26,Clear,29.84,Medium,29.84,Low,0,Motorcycle-Dominant Traffic,Normal,0.1179
2026-05-03 10:30:00,2026-05-03,10,Sunday,LOC_004,Jl. Merdeka,2.3402,99.0752,61,18,31,1,11,38.85,52.99,Foggy,32.32,Medium,30.98,Low,0,Mixed Traffic,Normal,0.0881
2026-05-03 10:45:00,2026-05-03,10,Sunday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,97,32,56,4,5,29.78,55.76,Cloudy,54.09,High,54.08,Medium,3,Motorcycle-Dominant Traffic,Normal,0.1424
